fr,en,de,es,title,speaker,duration,tags
"
											Voici une chanson dont nous aimons à penser
											qu'elle est le futur hymne de TED.
											C'est en fait une chanson pour enfants
											mais comme tant de projets pour les enfants
											c'est en fait un cheval de Troie
											pour le travail des adultes.
											Cette chanson s'appelle
											""L'Alphabet ...
											Des Nations! ""
									","
											Here's a song we like to think of
											as the future anthem of TED.
											It's actually a children's song
											but like so many projects for children
											it's really just a Trojan horse
											for adult work.
											This song is called
											""The Alphabet ...
											Of Nations!""
									","
											Hier ist ein Lied, von dem wir gern
											als zukünftige Hymne von TED denken.
											Es ist eigentlich ein Kinderlied,
											aber wie so viele Projekte für Kinder
											ist es eigentlich ein trojanisches Pferd
											für Erwachsenendinge.
											Dieses Lied heißt
											""The Alphabet...
											of Nations!""
									","
											Esta es una canción que creemos
											será el futuro himno de TED.
											En realidad es una canción infantil
											pero como muchos proyectos infantiles
											es un caballo de Troya
											para el trabajo en adultos.
											Esta canción se llama
											""El alfabeto...
											de las naciones!""
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Algérie, Bulgarie, Cambodge, la Dominique, ♫
									","
											♫ Algeria, Bulgaria, Cambodia, Dominica, ♫
									","
											♫ Algerien, Bulgarien, Kambodscha, Dom-Rep, ♫
									","
											♫ Argelia, Bulgaria, Camboya, Dominica, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Egypte, France, Gambie ♫
									","
											♫ Egypt, France, The Gambia ♫
									","
											♫ Ägypten, Frankreich, Gambia, ♫
									","
											♫ Egipto, Francia, Gambia, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Hongrie, Iran, Japon, Kazakhstan, ♫
									","
											♫ Hungary, Iran, Japan, Kazakhstan, ♫
									","
											♫ Ungarn, Iran, Japan, Kasachstan, ♫
									","
											♫ Hungría, Irán, Japón, Kazajstán, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Libye et Mongolie. ♫
									","
											♫ Libya and Mongolia. ♫
									","
											♫ Libyen und die Mongolei. ♫
									","
											♫ Libia y Mongolia. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Norvège, Oman, Pakistan, ♫
									","
											♫ Norway, Oman, Pakistan, ♫
									","
											♫ Norwegen, Oman, Pakistan, ♫
									","
											♫ Noruega, Omán, Pakistán, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Qatar, Russie, Suriname, ♫
									","
											♫ Qatar, Russia, Suriname, ♫
									","
											♫ Qatar, Russland, Surinam, ♫
									","
											♫ Qatar, Rusia, Surinam, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Turquie, Uruguay, Vietnam, ♫
									","
											♫ Turkey, Uruguay, Vietnam, ♫
									","
											♫ Türkei, Uruguay, Vietnam, ♫
									","
											♫ Turquía, Uruguay, Vietnam, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Ouest Xylophone, Yémen, Zimbabwe. ♫
									","
											♫ West Xylophone, Yemen, Zimbabwe. ♫
									","
											♫ West-Xylophon, Yemen, Zimbabwe. ♫
									","
											♫ Xilófono occidental, Yemen, Zimbabue. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Algérie, Bulgarie, Cambodge, Dominique, ♫
									","
											♫ Algeria, Bulgaria, Cambodia, Dominica, ♫
									","
											♫ Algerien, Bulgarien, Kambodscha, Dom-Rep, ♫
									","
											♫ Argelia, Bulgaria, Camboya, Dominica, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Egypte, France, Gambie, ♫
									","
											♫ Egypt, France, The Gambia, ♫
									","
											♫ Ägypten, Frankreich, Gambia, ♫
									","
											♫ Egipto, Francia, Gambia, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Hongrie, Iran, Japon, Kazakhstan, ♫
									","
											♫ Hungary, Iran, Japan, Kazakhstan, ♫
									","
											♫ Ungarn, Iran, Japan, Kasachstan, ♫
									","
											♫ Hungría, Irán, Japón, Kazajstán, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Libye et Mongolie. ♫
									","
											♫ Libya and Mongolia. ♫
									","
											♫ Libyen und Mongolei. ♫
									","
											♫ Libia y Mongolia. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Norvège, Oman, Pakistan, ♫
									","
											♫ Norway, Oman, Pakistan, ♫
									","
											♫ Norwegen, Oman, Pakistan, ♫
									","
											♫ Noruega, Omán, Pakistán, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Qatar, Russie, Suriname, ♫
									","
											♫ Qatar, Russia, Suriname, ♫
									","
											♫ Qatar, Russland, Surinam, ♫
									","
											♫ Qatar, Rusia, Surinam, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Turquie, Uruguay, Vietnam, ♫
									","
											♫ Turkey, Uruguay, Vietnam, ♫
									","
											♫ Türkei, Uruguay, Vietnam, ♫
									","
											♫ Turquía, Uruguay, Vietnam, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Ouest Xylophone, Yémen, Zimbabwe. ♫
									","
											♫ West Xylophone, Yemen, Zimbabwe. ♫
									","
											♫ West-Xylophon, Yemen, Zimbabwe. ♫
									","
											♫ Xilófono occidental, Yemen, Zimbabue. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Azerbaïdjan, Bolivie, Canada, ♫
									","
											♫ Azerbaijan, Bolivia, Canada, ♫
									","
											♫ Aserbaidschan, Bolivien, Kanada, ♫
									","
											♫ Azerbaiyán, Bolivia, Canadá, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Australie, Belgique, Tchad, ♫
									","
											♫ Australia, Belgium, Chad, ♫
									","
											♫ Australien, Belgien, Tschad, ♫
									","
											♫ Australia, Bélgica, Chad, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Afghanistan, Brunei, Chine, Danemark, ♫
									","
											♫ Afghanistan, Brunei, China, Denmark, ♫
									","
											♫ Afghanistan, Brunei, China, Dänemark, ♫
									","
											♫ Afganistán, Brunei, China, Dinamarca, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Équateur, Fidji, Guatemala, ♫
									","
											♫ Ecuador, Fiji, Guatemala, ♫
									","
											♫ Ecuador, Fidschi, Guatemala, ♫
									","
											♫ Ecuador, Fiyi, Guatemala, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Algérie, Bulgarie, Cambodge, Dominique, ♫
									","
											♫ Algeria, Bulgaria, Cambodia, Dominica, ♫
									","
											♫ Algerien, Bulgarien, Kambodscha, Dom-Rep, ♫
									","
											♫ Argelia, Bulgaria, Camboya, Dominica, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Egypte, France, Gambie, ♫
									","
											♫ Egypt, France, The Gambia, ♫
									","
											♫ Ägypten, Frankreich, Gambia, ♫
									","
											♫ Egipto, Francia, Gambia, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Hongrie, Iran, Japon, Kazakhstan, ♫
									","
											♫ Hungary, Iran, Japan, Kazakhstan, ♫
									","
											♫ Ungarn, Iran, Japan, Kasachstan, ♫
									","
											♫ Hungría, Irán, Japón, Kazajstán, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Libye et Mongolie. ♫
									","
											♫ Libya and Mongolia. ♫
									","
											♫ Libyen und Mongolei. ♫
									","
											♫ Libia y Mongolia. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Norvège, Oman, Pakistan, ♫
									","
											♫ Norway, Oman, Pakistan, ♫
									","
											♫ Norwegen, Oman, Pakistan, ♫
									","
											♫ Noruega, Omán, Pakistán, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Qatar, Russie, Suriname, ♫
									","
											♫ Qatar, Russia, Suriname, ♫
									","
											♫ Qatar, Russland, Surinam, ♫
									","
											♫ Qatar, Rusia, Surinam, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Turquie, Uruguay, Vietnam, ♫
									","
											♫ Turkey, Uruguay, Vietnam, ♫
									","
											♫ Türkei, Uruguay, Vietnam, ♫
									","
											♫ Turquía, Uruguay, Vietnam, ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											♫ Ouest Xylophone, Yémen, Zimbabwe. ♫
									","
											♫ West Xylophone, Yemen, Zimbabwe. ♫
									","
											♫ West-Xylophon, Yemen, Zimbabwe. ♫
									","
											♫ Xilófono occidental, Yemen, Zimbabue. ♫
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
											Merci beaucoup.
											Vous avez été un merveilleux public de 08h30 .
											Je vous souhaite une bonne session.
											Merci à vous tous.
									","
											Thank you so much.
											You've been a wonderful 8:30 audience.
											Have a great session.
											Thank you all.
									","
											Vielen Dank.
											Sie waren ein tolles 8:30-Publikum.
											Ich wünsche Ihnen eine tolle Konferenz.
											Vielen Dank!
									","
											Muchas gracias.
											Han sido una maravillosa audiencia de las 8:30.
											Que tengan una gran sesión.
											Gracias a todos.
									",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
"
","
","
","
",Wake up! It's They Might Be Giants!,They Might Be Giants,17:21,"entertainment,humor,music,live music,performance"
