tr,es,en,fr,de,title,speaker,duration,tags
"
											MS: Şey, sanırım şunu yapabiliriz.
											Sınıf içinde, öğrencilerin
											hararetle tartıştığı
											büyük toplumsal sorunlar
											üzerine münazaralar yapılır.
											Bence bunun genel bir örneğini toplumsal yaşamda yapabiliriz.
											Aslında en büyük hayalim
											verdiğim derslerin, herkesin internetten
											bedava ulaşabileceği bir televizyon dizisi türevini gerçekleştirmek
											ve bu sayede
											dünyanın her yerindeki,
											Çin'deki Hindistan'daki
											Afrika'daki kuruluşlarla temas kurup,
											toplum eğitimini destekleyerek,
											daha zengin bir
											demokratik tartışma ortamı
											yaratabilmek için ortaklaşa
											neler yapabileceğimizi görmek.
									","
											MS: Bueno, creo que es posible.
											En el aula, tenemos discusiones
											sobre algunas convicciones morales
											que los estudiantes defienden más firmemente
											sobre grandes cuestiones públicas.
											Y creo que en general, podemos hacer eso en la vida pública.
											Y también mi gran sueño sería
											tomar las series para la televisión pública
											que hemos creado del curso —
											ahora está disponible online,
											de forma gratuita para todo el mundo —
											y ver si podemos asociarnos con instituciones,
											universidades en China, India,
											África, en todo el mundo,
											para tratar de promover
											la educación cívica
											y también enriquecer
											el debate democrático.
									","
											MS: Well, I think that it is possible.
											In the classroom, we have arguments
											on some of the most fiercely held
											moral convictions that students have
											about big public questions.
											And I think we can do that in public life more generally.
											And so my real dream would be
											to take the public television series
											that we've created of the course —
											it's available now, online,
											free for everyone anywhere in the world —
											and to see whether we can partner with institutions,
											at universities in China, in India,
											in Africa, around the world,
											to try to promote
											civic education
											and also a richer kind
											of democratic debate.
									","
											MS : Je crois que c'est possible.
											En classe, nous avons des débats
											sur certaines des plus farouches
											convictions morales que les étudiants ont
											sur les grands sujets publics.
											Je crois qu'on peut faire ça dans la vie publique de façon plus générale.
											Mon vrai rêve serait
											de diffuser les émissions de télé
											que nous avons faites à partir de ces cours
											- elles sont disponibles en ligne -
											gratuitement et partout dans le monde.
											On verrait si on peut faire des partenariats avec des institutions,
											dans des universités en Chine, en Inde,
											en Afrique, autour du monde,
											pour essayer de promouvoir
											l'éducation civique
											et aussi une sorte
											de débat démocratique plus riche.
									","
											MS: Ich meine es ist möglich.
											In einem Höhrsaal, haben wir die Diskussionen
											über die tiefsten
											moralischen Überzeugungen, die die Studenten haben,
											über die große Fragen der Öffentlichkeit.
											Und ich meine,wir können es im größeren Rahmen veranstalten .
											Und mein wirklicher Traum wäre
											diese Reihe im öffentlichen Fernsehen auszustrahlen,
											die Reihe,die wir von von unseren Vorlesungen aufgenommen haben —
											jetzt ist sie überall online zugänglich,
											kostenlos für jeden in der Welt -
											Mal sehen ob wir Partnerschaften mit Institutionen eingehen können,
											an der Universitäten in China, Indien,
											Afrika, auf der ganzen Welt,
											um versuchen
											öffentliche Bildung
											und auch eine reichere,
											demokratische Auseinandersetzung zu fördern.
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											CA: Yani bir anlamda
											buradakinin canlı versiyonunu
											Çin'den ve Hindistan'dan insanların canlı bağlantıyla katılıp,
											sorular yöneltebileceği bir tartışma ortamını hayal ediyorsun?
									","
											CA: Entonces tu idea, próximamente,
											sería en vivo, en tiempo real,
											poder tener este tipo de conversación, con preguntas tentadoras,
											pero con gente de China e India?
									","
											CA: So you picture, at some point,
											live, in real time,
											you could have this kind of conversation, inviting questions,
											but with people from China and India joining in?
									","
											CA : Vous décrivez en quelque sorte
											qu'en direct, en temps réel,
											vous pourriez avoir ce genre de conversations
											avec des gens vous rejoignant de Chine et d'Inde.
									","
											CA: Also, Sie stellen sich vor:
											in Echtzeit,
											diese Art von Konversation zu versanstallten, aber so dass
											sich Menschen aus China und Indien dazu anschließen und äußern?
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											MS: Doğru. Bir örneğini burada,
											Long Beach'te 1.500 kişiyle yaptık,
											Harvard'da da sınıf içinde
											1.000 kişiyle yapıyoruz.
											Düşünsene,
											öğrencilerin Pekin'den,
											Bombay'dan, Massachussetts'teki
											Cambridge'den
											canlı internet bağlantısıyla katılacağı,
											kültürel farklılıkları tadacağımız
											global bir
											sınıf yaratmak
											ilginç olmaz mıydı?
											Yapmayı sevdiğim şey işte bu.
									","
											MS: Correcto. Hicimos un poco de esto aquí
											con 1.500 personas en Long Beach,
											y lo hacemos en un aula en Harvard
											con unos 1.000 estudiantes.
											No sería interesante
											adoptar esta forma
											para pensar y debatir,
											comprometiéndonos seriamente con las grandes cuestiones morales,
											explorando las diferencias culturales
											y unir a través de una conexión de video en vivo,
											a estudiantes en Beijing y Mumbai
											y en Cambridge, Massachusetts,
											y crear un aula mundial.
											Eso es lo que me encantaría hacer.
									","
											MS: Right. We did a little bit of it here
											with 1,500 people in Long Beach,
											and we do it in a classroom at Harvard
											with about 1,000 students.
											Wouldn't it be interesting
											to take this way
											of thinking and arguing,
											engaging seriously with big moral questions,
											exploring cultural differences
											and connect through a live video hookup,
											students in Beijing and Mumbai
											and in Cambridge, Massachusetts
											and create a global classroom.
											That's what I would love to do.
									","
											MS : Exactement. On a eu un aperçu ici
											avec 1 500 personnes à Long Beach.
											On le fait en cours à Harvard
											avec environ 1 000 étudiants.
											Ne serait-il pas intéressant
											de prendre cette façon
											de penser et de débattre,
											d'affronter sérieusement des grandes questions de morale
											en explorant les différences culturelles
											et de se connecter par un pont vidéo
											à des étudiants de Pékin, Mumbaï,
											Cambridge dans le Massachusetts
											pour créer une salle de classe mondiale.
											C'est ce que j'aimerais faire.
									","
											MS: Richtig. Wir haben das hier - in klein- vorgemacht
											mit 1.500 Menschen aus Long Beach
											und wir machen es in Höhrsälen von Harvard
											mit ungefähr 1.000 Studenten.
											Wäre es nicht interessant
											diesen Weg zu beschreiten,
											diese Art von Denken und Diskutieren,
											verbunden mit ersten, großen Moralfragen,
											kulturelle Differenzen einbeziehend,
											durch Video Konferenzen zu führen
											mit Studenten in Peking, Mombai,
											Cambridge, Massachusetts
											und einen globalen Klassenraum bilden.
											Das ist, was ich für mein Leben gern machen möchte.
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											(Alkışlar)
									","
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
											CA: Pek çok kişinin bu çabanı seve seve
											destekleyeceğini düşünüyorum.
											Michael Sandel. Çok teşekkür ederiz. (MS: Çok teşekkürler.)
									","
											CA: Me imagino que hay muchas
											personas a las que les encantaría participar en ese esfuerzo.
											Michael Sandel. Muchas gracias. (MS: Muchas gracias)
									","
											CA: So, I would imagine
											that there are a lot of people who would love to join you in that endeavor.
											Michael Sandel. Thank you so much. (MS: Thanks so much.)
									","
											CA : J'imagine
											que de nombreuses personnes aimeraient vous rejoindre dans cette tentative.
											Michael Sandel. Merci beaucoup.
									","
											CA: Ich kann ich mir vorstellen,
											dass es eine Menge Menschen gibt, die sich Ihnen bei diesem Bestreben anschließen würden.
											Michael Sandel. Haben Sie vielen Dank. MS: Vielen Dank.
									",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
"
","
","
","
","
",The lost art of democratic debate,Michael Sandel,19:42,"democracy,government,law,philosophy,politics,sports"
