en,fr,de,es,tr,title,speaker,duration,tags
"
											And actually, I found what
the young people said most intriguing.
											Some of them told me
											that they didn't recognize
some of the emotions
											that they felt during challenge week,
											because, if you think about it,
											if you have never known life
without connectivity,
											you may never have experienced boredom.
											And there could be consequences.
											Researchers at USC have found —
they're studying teenagers
											who are on social media
while they're talking to their friends
											or they're doing homework,
											and two years down the road,
they are less creative and imaginative
											about their own personal futures
											and about solving societal problems,
like violence in their neighborhoods.
											And we really need this next generation
											to be able to focus on some big problems:
											climate change, economic disparity,
											massive cultural differences.
											No wonder CEOs in an IBM survey
											identified creativity as the number one
leadership competency.
									","
											J'ai trouvé que ce que les jeunes disaient
était le plus intriguant.
											Certains m'ont dit
											qu'ils ne reconnaissaient pas
certaines émotions
											qu'ils ont ressenties durant le défi
											car, si vous y réfléchissez,
											si vous n'avez jamais connu
une vie sans connectivité,
											vous n'avez peut-être
jamais connu l'ennui.
											Cela pourrait avoir des conséquences.
											Des chercheurs de l'USC —
ils étudient des adolescents
											qui sont sur les réseaux sociaux
tout en parlant à leurs amis
											ou en faisant leurs devoirs
											et au bout de deux ans,
ils sont moins créatifs et imaginatifs
											quant à leur propre avenir
											et quand il s'agit de résoudre
des problèmes de société,
											comme la violence dans leur quartier.
											Il faut que la génération à venir
											puisse se concentrer
sur de gros problèmes :
											réchauffement climatique,
disparité économique,
											différences culturelles importantes.
											Il n'est pas étonnant que,
dans une étude d'IBM,
											les PDG identifient la créativité
comme la compétence clé d'un dirigeant.
									","
											Was die jungen Menschen sagten,
fand ich am interessantesten.
											Einige erzählten mir,
											dass sie manche Gefühle nicht erkannten,
die sie während dieser Woche fühlten.
											Wenn Sie darüber nachdenken,
											wenn Sie ein Leben
ohne Vernetzung nicht kennen,
											haben Sie vielleicht niemals
Langeweile empfunden.
											Und das könnte Konsequenzen haben.
											Forscher der USC fanden heraus,
dass Jugendliche,
											die soziale Medien nutzten,
während sie mit Freunden sprachen
											oder ihre Hausaufgaben machten,
											nach zwei Jahren weniger
kreativ und einfallsreich waren,
											was ihre eigene Zukunft betraf
											und das Lösen gesellschaftlicher Probleme,
wie Gewalt in der Nachbarschaft.
											Aber diese nächste Generation
muss in der Lage sein,
											sich auf große Probleme zu konzentrieren:
											Klimawandel, wirtschaftliche Ungleichheit,
massive kulturelle Unterschiede.
											Kein Wunder, dass CEOs
in einer IBM Umfrage
											Kreativität als wichtigste
Führungskompetenz sehen.
									","
											Y en realidad, lo que me sorprendió 
fueron lo que dijeron los jóvenes.
											Algunos de ellos me dijeron
											que no reconocieron 
algunas de las emociones
											que sintieron durante 
la semana de desafío,
											porque, si lo piensan,
											si uno nunca ha conocido 
la vida sin conectividad,
											es posible que uno nunca 
haya experimentado aburrimiento.
											Y podría tener consecuencias.
											Investigadores de la USC han descubierto 
que están estudiando adolescentes
											que están en las redes sociales 
mientras hablan con sus amigos
											o están haciendo los deberes,
											y dos años después, 
son menos creativos e imaginativos
											sobre su propio futuro personal
											y sobre la resolución de problemas 
sociales, como la violencia en su barrio.
											Y realmente necesitamos 
que esta próxima generación
											se pueda enfocar 
en algunos grandes problemas:
											cambio climático, disparidad económica,
											diferencias culturales masivas.
											No es de extrañar que los CEOs 
en una encuesta de IBM
											identificaran la creatividad como 
la competencia de liderazgo número uno.
									","
											Aslında, genç insanların
söylediklerini daha şaşırtıcı buldum.
											Bazıları bana, mücadele
											haftasında hissettikleri
duyguların bazılarını
											daha önce fark etmediklerini söyledi,
											çünkü, düşünürseniz,
											bağlantısız bir hayatın ne demek
olduğunu bilmiyor olsaydınız,
											sıkkınlığı hiç tecrübe etmeyebilirdiniz.
											Bunun sonuçları da olabilir.
											Güney Kaliforniya Üniversitesindeki
araştırmacılar şunu buldular —
											sohbet ederken veya ödev yaparken
sosyal medyada gezen gençler
											üzerinde çalışıyorlar
											ve bu yolda geçen iki yıl sonunda,
kişisel gelecekleri ve etraflarındaki,
											şiddet gibi sosyal sorunları çözme
											konusunda hayal güçleri ve
yaratıcılıkları zayıflamış durumda.
											Sonraki neslin bazı büyük sorunlara
											odaklanabilmesine ihtiyacımız var:
											iklim değişikliği, ekonomik eşitsizlik,
											devasa kültürel farklılıklar.
											Bir IBM anketindeki müdürlerin
											yaratıcılığı bir numaralı liderlik
gücü olarak tanımlaması şaşırtıcı değil.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											OK, here's the good news, though:
											In the end, 20,000 people
did ""Bored and Brilliant"" that week.
											Ninety percent cut down on their minutes.
											Seventy percent got more time to think.
											People told me that they slept better.
											They felt happier.
											My favorite note was from a guy
who said he felt like he was waking up
											from a mental hibernation.
									","
											Il y a une bonne nouvelle :
											au final, 20 000 personnes
ont participé à « Ennui et génie ».
											90% ont réduit le temps
passé sur leur téléphone.
											70% ont plus de temps pour réfléchir.
											Les gens m'ont dit avoir mieux dormi.
											Ils se sentaient plus heureux.
											Ma note préférée est un gars qui a dit
avoir l'impression de se réveiller
											d'une hibernation mentale.
									","
											Hier sind die guten Nachrichten:
											Insgesamt nahmen 20 000 Menschen
an ""Gelangweilt und Genial"" teil.
											90 % schränkten ihre Minuten ein.
											70 % hatten mehr Zeit zum Denken.
											Menschen erzählten, sie schliefen besser.
Sie fühlten sich glücklicher.
											Die beste Antwort kam von einem Mann,
der sagte, er fühle sich,
											als erwache er aus einem
geistigen Winterschlaf.
									","
											Aquí están las buenas noticias, 
a pesar de todo:
											Al final, 20 000 personas participaron 
en ""Aburrido y brillante"" esa semana.
											El 90 % redujo sus minutos.
											El 70 % tuvo más tiempo para pensar.
											La gente me dijo que dormían mejor.
											Se sentían más felices.
											Mi nota favorita fue de un tipo que dijo 
que sentía que se estaba despertando
											de una hibernación mental.
									","
											Ancak, işte güzel haberler:
											Sonucunda, o hafta 20,000 kişi
""Sıkkın ve Zeki""ye katılmıştı.
											Yüzde doksanı dakikalarını azalttı.
											Yüzde yetmişinin
düşünmek için hala zamanı var.
											İnsanlar daha iyi uyuduklarını söylediler.
											Daha mutluydular.
											En sevdiğim notta bir adam,
ruhsal bir kış uykusundan
											uyanmış gibi hissettiğini söylüyordu.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											Some personal data and some neuroscience
											gave us permission
to be offline a little bit more,
											and a little bit of boredom
gave us some clarity
											and helped some of us set some goals.
											I mean, maybe constant connectivity
											won't be cool in a couple of years.
											But meanwhile, teaching people,
especially kids,
											how to use technology
to improve their lives
											and to self-regulate
											needs to be part of digital literacy.
									","
											Quelques données personnelles
et de la neuroscience
											nous ont permis de passer
un peu plus de temps hors ligne
											et un peu d'ennui
nous a offert de la clarté
											et nous a permis d'établir des objectifs.
											Peut-être qu'une connectivité permanente
											ne sera pas cool dans quelques années.
											Mais en attendant, apprendre aux gens,
en particuliers aux enfants,
											comment utiliser la technologie
pour améliorer leur vie
											et comme s'auto-réguler
											doit faire partie de la culture numérique.
									","
											Ein paar persönliche Daten
und etwas Neurobiologie
											erlaubten uns,
etwas länger offline zu sein,
											und ein wenig Langeweile
verschaffte uns Klarheit
											und half uns, Ziele zu setzen.
											Vielleicht ist ständige Netzwerkfähigkeit
in ein paar Jahren nicht mehr cool.
											Aber unterdessen sollten wir Menschen,
vor allem Kindern, beibringen,
											diese Technologie zu nutzen
um das eigene Leben zu verbessern
											und selbst zu steuern.
									","
											Algunos datos personales 
y algo de neurociencia
											nos dio paso para saber un poco más,
											y un poco de aburrimiento 
nos dio algo de claridad
											y ayudó a algunos de nosotros 
a establecer algunos objetivos.
											Quiero decir, 
tal vez la conectividad constante
											no será genial en un par de años.
											Pero mientras tanto, enseñar a 
las personas, especialmente a los niños,
											a usar la tecnología 
para mejorar sus vidas
											y para autorregularse
											debe ser parte 
de la alfabetización digital.
									","
											Biraz kişisel veri ve biraz nöroloji
											bizlere biraz daha
çevrimdışı olma iznini verdi ve
											biraz sıkkınlık da bizlere
berraklık verdi ve bazılarımızın
											hedefler koymasına yardımcı oldu.
											Yani, belki de daimi bağlantı birkaç yıl
											içerisinde karizma bir şey olmayacak.
											Ama bu esnada insanlara, özellikle
çocuklara, teknolojinin yaşamlarını
											geliştirmek için nasıl kullanılacağını
öğretmek ve öz-düzenleme,
											dijital okur yazarlığın
											bir parçası olmalıdır.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											So the next time you go
to check your phone,
											remember that if you don't decide
how you're going to use the technology,
											the platforms will decide for you.
											And ask yourself:
											What am I really looking for?
											Because if it's to check email,
that's fine — do it and be done.
											But if it's to distract yourself
from doing the hard work
											that comes with deeper thinking,
											take a break,
											stare out the window
											and know that by doing nothing
											you are actually being
your most productive and creative self.
											It might feel weird
and uncomfortable at first,
											but boredom truly can lead to brilliance.
									","
											Quand vous vérifierez votre téléphone,
											souvenez-vous que si vous ne décidez pas
comment vous utilisez la technologie,
											les plateformes décident pour vous.
											Demandez-vous :
											qu'est-ce que je cherche ?
											Car si c'est pour vérifier vos mails,
faites-le et terminez-en.
											Mais si c'est pour vous distraire
du dur travail
											qui nécessite plus de réflexion,
											faites une pause,
											regardez par la fenêtre
											et sachez qu'en ne faisant rien,
											vous êtes le plus productif
et le plus créatif possible.
											Cela peut sembler bizarre
et être inconfortable au début,
											mais l'ennui peut vraiment mener au génie.
									","
											Wenn Sie das nächste Mal
auf Ihr Handy schauen,
											erinnern Sie sich daran,
dass die Plattform für Sie entscheidet,
											wenn Sie nicht selbst entscheiden,
wie Sie die Technologie nutzen.
											Und fragen Sie sich:
											Was suche ich eigentlich?
											Wenn Sie Ihre E-Mails prüfen wollen,
ist das gut — tun Sie es.
											Aber wenn Sie sich
von Arbeit ablenken wollen,
											die geistige Anstrengung erfordert,
											machen Sie eine Pause,
schauen Sie aus dem Fenster,
											und seien Sie sich bewusst,
dass Sie beim Nichtstun
											in Wirklichkeit am produktivsten
und kreativsten sind.
											Es mag sich zunächst komisch
und unbequem anfühlen,
											aber Langeweile kann
wahrhaftig zu Genialität führen.
									","
											Así, la próxima vez que 
vayan a revisar su teléfono,
											recuerden que si no deciden 
cómo van a usar la tecnología,
											las plataformas decidirán por Uds.
											Y pregúntense:
											¿Qué estoy buscando realmente?
											Porque si es para verificar el correo, 
está bien, háganlo y terminen.
											Pero si es para distraerse 
de hacer el trabajo arduo
											eso trae un pensamiento más profundo,
											tómense un descanso,
											miren por la ventana
											y sepan que al no hacer nada
											en realidad, están siendo 
más productivos y creativos.
											Puede parecer extraño 
e incómodo al principio,
											pero el aburrimiento realmente 
puede conducir a la brillantez.
									","
											Telefonunuzu baktığınızda,
teknolojiyi nasıl
											kullanacağınıza kendiniz karar
vermezseniz, platformların sizin adınıza
											karar vereceğini unutmayın.
											Kendinize sorun:
											Gerçekten neye bakıyorum?
											Eğer e-posta kontrolü ise,
güzel — kontrol edin, bitsin.
											Ama eğer derin düşünme
gerektiren zor işten kendinizi
											uzaklaştırmak içinse,
											ara verin,
											pencereden bakın
											ve hiçbir şey yapmayarak
											aslında en üretken ve en yaratıcı
özünüze döndüğünüzü unutmayın.
											İlk başta garip
ve huzursuz hissettirebilir,
											fakat sıkkınlık, gerçekten
dahiliğe neden olabilir.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											Thank you.
									","
											Merci.
									","
											Vielen Dank.
									","
											Gracias.
									","
											Teşekkürler.
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									","
											(Aplausos)
									","
											(Alkış)
									",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
"
","
","
","
","
",How boredom can lead to your most brilliant ideas,Manoush Zomorodi,16:13,"addiction,brain,cognitive science,creativity,communication,entertainment,social media,personal growth"
