tr,es,pt,fr,de,title,speaker,duration,tags
"
											Son günlerde hayaller konusunda
											çok konuştuk.
											Çok kısa bir şekilde söylemek istiyorumki —
											Natalie Merchant'ın eski şiirleri kullandıği.şarkıları
											çok etkiledi beni dün gece.
											Size hızlıca, çok kısa bir şiir okumak istiyorum
											W.B. Yeats'den, belki tanıyorsunuzdur.
											Bunu sevgilisine yazmış,
											Maud Gonne,
											Ona istediğini düşündüğü şeyleri veremediği için,
											sızlanıyormuş.
											Diyor ki, ""Bir şeye sahibim, ama senin için doğru şey olmayabilir bu.""
									","
											Durante estos días
											hubo muchas charlas sobre los sueños.
											Y sólo quiero muy rápidamente...
											Anoche, me emocionaron mucho 
las canciones de Natalie Merchant,
											recuperar viejos poemas.
											Quisiera leer un poema rápidamente, es muy breve,
											de W.B. Yeats, que alguno de ustedes tal vez conozca.
											Escribió esto a su amor,
											Maud Gonne,
											y estaba lamentándose del hecho de que
											no podría realmente darle lo que él pensaba ella quería de él.
											Y él dice: ""Tengo algo más, pero no puede ser para ti"".
									","
											Temos falado muito em sonhos
durante estes dias.
											Queria só muito rapidamente
											— as canções de Natalie Merchant
tocaram-me muito, ontem à noite,
											novas versões de poemas antigos.
											Queria ler-vos um pequeníssimo poema
											de W. B. Yeats, alguém
que certamente conhecem.
											Escreveu isto para o seu amor,
Maud Gonne,
											lamentando o facto de não lhe poder dar
o que pensava que ela queria dele.
											""Tenho uma outra coisa,
mas pode não ser para ti.""
									","
											On a beaucoup parlé de rêves
											pendant ces quelques jours.
											Et je voulais, très vite —
											J'ai été frappé par les chansons de Natalie Merchant la nuit dernière,
											qui ressuscite de vieux poèmes.
											J'ai voulu vous lire rapidement un très court poème
											de W.B. Yeats, quelqu'un que vous connaissez peut-être.
											Il a écrit ceci à celle qu'il aimait,
											Maud Gonne,
											et il se lamentait de
											ne pas pouvoir lui donner ce qu'il pensait qu'elle attendait de lui
											Et il a dit, ""J'ai autre chose, mais ce n'est peut-être pas pour toi.""
									","
											Im Verlauf der letzten Tage
											wurde eine Menge über Träume gesprochen.
											Und ich wollte nur ganz kurz —
											Natalie Merchants Lieder gestern Abend, die alte Gedichte
											wieder zum Vorschein holen, haben mich sehr beeindruckt.
											Ich möchte Ihnen ein sehr kurzes Gedicht von
											W. B. Yeats vorlesen, den einige von Ihnen vielleicht kennen.
											Er schrieb dies an seine Liebe,
											Maud Gonne,
											und er bedauerte, dass er ihr nicht das
											geben konnte, von dem er glaubte, dass sie es von ihm wolle.
											Und er sagt: ""Ich habe etwas anderes, aber es ist vielleicht nicht das Richtige für Dich.""
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											Şöyle söylüyor:
											""Cennet işli kumaşlarım olsaydı,
											altın ve
											gümüş renklerde yazmalı,
											Mavi ve donuk
											ve koyu renk kumaşları
											gecenin, aydınlığın ve alacakaranlığın.
											Ayaklarının altına sererdim.
											Ama fakirim,
											ve yalnızca hayallerim var;
											Ben de hayallerimi seriyorum ayaklarının altına;
											Nazikçe bas
											çünkü hayallerimin üzerine basıyorsun.""
											Her gün, her yerde,
											çocuklarımız hayallerini ayaklarımızın altına seriyorlar.
											O hayalleri çiğnememeliyiz.
									","
											Él dice esto:
											""Si tuviese yo las telas bordadas del cielo,
											Recamadas con luz
											dorada y plateada,
											Las telas azules y las tenues
											y las oscuras
											De la noche y la luz y la media luz,
											extendería las telas bajo tus pies:
											Pero, siendo pobre,
											sólo tengo mis sueños;
											he extendido mis sueños bajo tus pies;
											Pisa suavemente
											pues pisas mis sueños"".
											Y cada día, en todas partes,
											nuestros hijos extienden sus sueños bajo nuestros pies.
											y debemos pisar suavemente.
									","
											Eis o que diz Yeats:
											""Tivesse eu os tecidos bordados dos céus,
											""lavrados com o ouro e a prata da luz,
											""Os tecidos azuis e turvos e de breu
											""da noite e da luz e da meia luz,
											""Estenderia esses tecidos a teus pés.
											""Mas eu, que sou pobre,
apenas tenho os meus sonhos;
											""São os meus sonhos
que estendi a teus pés;
											""Sê suave ao pisar
que pisas os meus sonhos.""
											Todos os dias, em todos os lugares,
											as nossas crianças estendem
os sonhos aos nossos pés.
											Sejamos suaves ao pisar.
									","
											Il dit ceci:
											""Si j'avais les vêtements brodés des cieux
											Tout ornés d'or
											et de lumière d'argent,
											Les vêtements bleus
											et obscurs et sombres
											de la nuit et du jour et du demi-jour,
											J'étalerais ces habits sous tes pieds;
											Mais, étant pauvre,
											je n'ai que mes rêves;
											J'ai étalé mes rêves sous tes pieds;
											Marche doucement
											parce que tu marches sur mes rêves.""
											Et chaque jour, partout,
											nos enfants étalent leurs rêves sous nos pieds.
											Et nous devrions marcher doucement.
									","
											Er sagt dies:
											""Hätte ich des Himmels bestickte Tücher,
											durchwebt mit goldenem
											und silbernem Licht,
											Die blauen und die düsteren
											und die dunklen Tücher der
											Nacht und des Lichts und der Dämmerung,
											ich würde Dir diese Tücher zu Füßen legen;
											Doch ich, der ich arm bin,
											habe nur meine Träume;
											Ich habe Dir meine Träume zu Füßen gelegt;
											tritt sanft auf sie,
											denn Du trittst auf meine Träume.""
											Und jeden Tag, überall,
											legen Kinder uns ihre Träume zu Füßen.
											Und wir sollten sanft auf sie treten.
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											Teşekkür ederim.
									","
											Muchas gracias.
									","
											Obrigado.
									","
											Merci.
									","
											Vielen Dank.
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											(Alkış)
									","
											(Aplausos)
									","
											(Aplausos)
									","
											(Applaudissements)
									","
											(Applaus)
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
											Cok teşekkür ederim.
									","
											Muchas gracias.
									","
											Muito obrigado.
											(Aplausos)
									","
											Merci beaucoup.
									","
											Vielen herzlichen Dank.
									",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
"
","
","
","
","
",Bring on the learning revolution!,Sir Ken Robinson,16:48,"children,creativity,education,invention"
