pt,es,en,fr,de,title,speaker,duration,tags
"
											Ricardo, tu és um bocado doido.
											(Risos)
											Para muitas pessoas,
isto é uma loucura.
											No entanto, também é
profundamente sensato.
											As peças que estou
a tentar juntar, são estas:
											As tuas ideias são tão radicais.
											Por exemplo, em gestão,
este tipo de ideias existe há algum tempo,
											mas a percentagem de negócios
que as adotaram
											continua a ser bastante baixa, certo?
											Alguma vez
uma empresa grande
											adotou uma das tuas ideias
e sentiste: ""Sim!""?
									","
											Chris Anderson: Ricardo, 
estás un poco loco.
											(Risas)
											Para muchas personas, esto suena loco.
											Pero a la vez es profundamente sabio.
											Estoy tratando de conciliar esto:
											Tus ideas son muy radicales.
											En el mundo de los negocios, por ejemplo,
estas ideas se conocen desde hace mucho,
											pero quizá el porcentaje de empresas
que adoptaron estas ideas
											sea todavía muy bajo.
											¿Hubo algún momento en el 
que alguna empresa grande
											adoptara alguna de tus ideas
y tú dijeras '¡Sí!'?
									","
											Chris Anderson: So Ricardo, 
you're kind of crazy.
											(Laughter)
											To many people, this seems crazy.
											And yet so deeply wise, also.
											The pieces I'm trying
to put together are this:
											Your ideas are so radical.
											How, in business, for example,
these ideas have been out for a while,
											probably the percentage of businesses 
that have taken some of them
											is still quite low.
											Are there any times you've seen 
some big company
											take on one of your ideas 
and you've gone, ""Yes!""?
									","
											Chris Anderson : Ricardo,
tu es un peu fou.
											(Rires)
											Pour beaucoup de gens,
cela semble fou.
											Et pourtant tellement sage.
											Ce que j'essaye de dire est cela :
											vos idées sont tellement radicales,
											comment se fait-il que, par exemple,
en entreprise, vos idées sont connues,
											et le pourcentage d'entreprises à
les avoir appliquées
											est probablement assez bas.
											Avez-vous à un moment
vu une grande entreprise
											prendre une de vos idées
et vous vous exclamez « Oui ! » ?
									","
											Chris Anderson: Ricardo,
Sie sind ein wenig verrückt.
											(Lachen)
											Vielen Leuten kommt das verrückt vor.
											Und doch so weise.
											Ich versuche das einmal
unter einen Hut zu bringen:
											Ihre Ideen sind so radikal.
											In der Wirtschaft sind diese Ideen
seit einer Weile bekannt,
											doch die Prozentzahl der Unternehmen,
											die sie angenommen haben,
ist noch sehr klein.
											Gab es viele Momente, in denen
ein großes Unternehmen
											eine Ihrer Ideen angenommen hat
und Sie dachten sich: ""Toll!""?
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											Ricardo Semler: Sim, acontece.
Aconteceu há duas semanas
											com o Richard Branson,
											eles já não querem
controlar as férias das pessoas.
											O Netflix usa alguns elementos.
											Mas, acho que isso não é
muito importante.
											Gostaria de vê-lo a acontecer,
por uma espécie de zelo missionário,
											mas é uma coisa muito pessoal.
											A verdade é que perder o controlo
exige um ato de fé.
											Quase ninguém que detém controlo
está aberto a atos de fé.
											Isto terá de vir das crianças
e de outras pessoas
											que estão a abrir
empresas diferentes.
									","
											Ricardo Semler: Sucedió.
Ocurrió hace 2 semanas
											con Richard Branson,
le dijo a su gente
											ya no quiero controlar más 
sus vacaciones,
											Netflix también aplica 
alguna que otra cosa,
											pero no creo que eso sea muy importante.
											Me gustaría ver que suceda quizá 
con un poco de fervor misionero,
											pero eso es algo muy personal.
											Se necesita dar un salto de fe 
respecto a la pérdida de control.
											Y casi nadie que tiene el control
está dispuesto a dar un salto de fe.
											Tendrá que venir de los niños 
y de otras personas
											que crean compañías 
de maneras diferentes.
									","
											Ricardo Semler: It happens.
It happened about two weeks ago
											with Richard Branson,
with his people saying,
											oh, I don't want to control
your holidays anymore,
											or Netflix does a little bit
of this and that,
											but I don't think it's very important.
											I'd like to see it happen maybe a little
bit in a bit of a missionary zeal,
											but that's a very personal one.
											But the fact is that it takes a leap 
of faith about losing control.
											And almost nobody who is in control
is ready to take leaps of faith.
											It will have to come from kids 
and other people
											who are starting companies 
in a different way.
									","
											Ricardo Semler : Parfois.
C'est arrivé il y a deux semaines
											avec Richard Branson
et ses collaborateurs disant :
											Je ne veux plus contrôler
vos vacances,
											ou Netflix fait un peu de ceci
ou de cela,
											mais je ne pense pas
que cela soit important.
											J'aimerais que cela se passe un peu
avec un zèle missionnaire,
											mais cela est personnel.
											Mais le fait est qu'il faut un acte
de foi sur la perte de contrôle.
											Et presque personne qui dirige
n'est prêt à faire acte de foi.
											Cela devra venir des enfants
et d'autres personnes
											qui lancent des entreprises
d'une autre façon.
									","
											Ricardo Semler: Das kommt vor.
											Vor zwei Wochen ist das mit
Richard Branson passiert.
											Seine Leute wollen die Urlaubstage
nicht mehr kontrollieren.
											Netflix macht ein bisschen hier und da,
											aber ich denke nicht,
dass das wichtig ist.
											Ich persönlich würde gerne etwas
missionarischen Eifer sehen.
											Doch es braucht einen Vertrauensvorschuss,
um Kontrolle zu aufzugeben.
											Fast niemand, der die Kontrolle hat,
ist dazu bereit.
											Es muss von den Kindern und
anderen Leuten kommen,
											die Unternehmen auf andere Weise aufbauen.
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											CA: Então, o elemento chave é esse?
Do teu ponto de vista, as provas existem,
											ao nível empresarial isto funciona, mas
as pessoas não têm coragem de adotar?
									","
											CA: ¿Ese es el factor clave?
											Desde tu punto de vista
la evidencia está ahí,
											desde el punto de vista 
empresarial funciona,
											pero la gente no tiene 
el coraje de... (¡Fuuu!)
									","
											CA: So that's the key thing?
											From your point of view
the evidence is there,
											in the business point of view this works,
											but people just don't have
the courage to — (Whoosh)
									","
											CA : Quelle est la clé ?
											De votre point de vue,
la preuve est là,
											du point de vue d'une entreprise aussi,
											mais les gens n'ont juste
pas le courage de — (zioup)
									","
											CA: Das also ist der Schlüssel?
											Sie meinen, es gäbe Belege, dass es
aus unternehmerischer Sicht funktioniert,
											aber die Leute haben
einfach nicht den Mut — (husch)
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											RS: Nem sequer têm incentivos
para fazê-lo.
											Têm um mandato de 90 dias
numa empresa.
											Os relatórios são trimestrais.
											Saem-se bem em 90 dias, ou rua.
Tu chegas e dizes:
											""Tenho um programa ótimo,
que, em menos de uma geração..."",
											e o tipo diz: ""Põe-te a andar!""
											O problema é este.
											(Risos)
									","
											RS: Ni siquiera tienen el incentivo.
											Administras una empresa 
con un mandato de 90 días.
											Hay informes trimestrales.
											Si no eres bueno en 90 días, 
estás fuera.
											Si dices, ""Hay un gran programa 
que en menos de una generación...""
											El tipo te dice: ""Vete de aquí"".
											Este es el problema.
											(Risas)
									","
											RS: They don't even have the incentive.
											You're running a company
with a 90-day mandate.
											It's a quarterly report.
											If you're not good in 90 days, you're out.
											So you say, ""Here's a great program that,
in less than one generation —""
											And the guy says, ""Get out of here.""
											So this is the problem.
											(Laughter)
									","
											RS : Ils n'ont même pas la motivation.
											Vous dirigez une entreprise
avec un mandat de 90 jours.
											C'est un rapport trimestriel.
											Si vous n'êtes pas bon en 90 jours,
vous sortez.
											Alors vous dites : « Voici un super
programme qui, en moins d'une génération »
											— et le gars dit « Sortez ! »
											Voilà le problème.
											(Rires)
									","
											RS: Sie haben nicht einmal den Ansporn.
											Sie führen ein Unternehmen
mit einer Amtszeit von 90 Tagen.
											Das ist der Quartalsabschluss.
											Wenn man in 90 Tagen
nicht gut ist, ist man raus.
											Wenn jemand sagt: ""Das ist
ein großartiges Programm,
											in weniger als einer Generation ..."",
											ist die Antwort: ""Mach dich vom Acker.""
Das ist das Problem.
											(Lachen)
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											CA: Parece-me incrivelmente profundo
o que estás a tentar fazer com a educação.
											Todos andam incomodados
com o sistema educativo dos seus países.
											Ninguém acha que conseguimos
acompanhar um mundo
											em que já temos o Google
e todas essas opções tecnológicas.
											Tens provas de que as crianças
que estão a entrar no sistema agora,
											apresentam um aumento
de desempenho enorme.
											Como é que te podemos ajudar
a avançar estas ideias?
									","
											CA: Lo que intentas hacer en educación
me parece increíblemente profundo.
											Todo el mundo está preocupado por 
el sistema educativo de su país.
											Nadie piensa que estamos en un mundo
											donde existe Google y todas 
estas opciones tecnológicas.
											Tienes pruebas reales de que los niños 
que han pasado por tu sistema
											tuvieron un aumento drástico
en su rendimiento.
											¿Cómo te ayudamos a impulsar estas ideas?
									","
											CA: What you're trying to do in education
seems to me incredibly profound.
											Everyone is bothered about
their country's education system.
											No one thinks that
we've caught up yet to a world
											where there's Google and all these 
technological options.
											So you've got actual evidence now that 
the kids so far going through your system,
											there's a dramatic increase 
in performance.
											How do we help you move
these ideas forward?
									","
											CA : Ce que vous essayez de faire de
l'éducation est incroyablement profond.
											Tout le monde est gêné par le système
éducationnel de son pays.
											Personne ne pense encore
que nous soyons adaptés à un monde
											où il y a Google et toutes
ces options technologiques.
											Vous avez la preuve que jusqu'ici,
pour les enfants passant par votre système
											il y a une remarquable augmentation
des performances.
											Comment vous aider à faire
avancer ces idées ?
									","
											CA: Was Sie in der Bildung machen,
kommt mir unglaublich tiefgründig vor.
											Alle machen sich Sorgen um
das Bildungssystem ihres Landes.
											Niemand glaubt, dass wir
gleichziehen mit einer Welt,
											in der es Google und all diese
technologischen Möglichkeiten gibt.
											Sie haben unmittelbare Belege,
											dass Kinder, die bisher
dieses System durchlaufen haben,
											eine drastische
Leistungssteigerung aufweisen.
											Wie können wir helfen,
diese Konzepte voranzutreiben?
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											RS: Acho que é aquele problema
das ideias cuja altura chegou.
											Nunca fui muito evangélico
em relação a estas coisas.
											Nós apresentamo-las.
											Quem quer, aproveita.
											Há um grupo no Japão
que me assusta bastante.
											Intitulam-se ""Semleristas""
e têm 120 empresas.
											Convidaram-me,
mas tenho sempre medo de lá ir.
											Há um grupo na Holanda
com 600 pequenas empresas.
											É algo que irá crescer por si próprio,
em parte,
											outra parte estará errada
e não importa.
											Encontrará o seu lugar.
											Eu tenho medo é de quem diz:
											""Isto é tão bom, tens de fazer isto.
											""Vamos criar um sistema,
investir imenso dinheiro,
											""e as pessoas vão ter de usá-lo,
dê por onde der"".
									","
											RS: Creo que es el problema de las ideas 
a las que les ha llegado el momento.
											Y nunca he evangelizado 
sobre estas cosas.
											Las pusimos allí.
											De repente, encuentras personas...
											hay un grupo en Japón, me asusta mucho,
											se autodenominan ""semleristas"",
y tienen 120 empresas.
											Me invitaron. Siempre me dio miedo ir.
											Hay un grupo en Holanda, con 600
pequeñas empresas holandesas.
											Es algo que florecerá por sí mismo.
											Parte de eso saldrá mal, y no importa.
											Esto encontrará su propio lugar.
											Temo por lo otro que dice
											esto es tan bueno que tienes que hacerlo.
											Hagamos un sistema, 
pongamos mucho dinero en eso,
											y luego la gente lo hará 
sin importar nada.
									","
											RS: I think it's that problem
of ideas whose time has come.
											And I've never been very evangelical
about these things.
											We put it out there.
											Suddenly, you find people —
											there's a group in Japan, 
which scares me very much,
											which is called the Semlerists,
and they have 120 companies.
											They've invited me.
I've always been scared to go.
											And there is a group in Holland
that has 600 small, Dutch companies.
											It's something that
will flourish on its own.
											Part of it will be wrong, 
and it doesn't matter.
											This will find its own place.
											And I'm afraid
of the other one, which says,
											this is so good you've got to do this.
											Let's set up a system 
and put lots of money into it
											and then people will do it no matter what.
									","
											RS : Je pense que c'est le problème des
idées dont le moment est venu.
											Et je n'ai jamais été
très évangélique à ce sujet.
											Nous les communiquons.
											Soudain, vous trouvez des gens
											— il y a un groupe au Japon
qui me fait très peur,
											qui est appelé les Semleristes
et ils ont 120 entreprises.
											Ils m'ont invité.
J'ai toujours eu peur d'y aller.
											Et il y a un groupe en Hollande qui a 
600 petites entreprises.
											C'est quelque chose qui proliférera seul.
											Une partie sera mauvaise,
et ce n'est pas grave.
											Cela trouvera sa place.
											Et j'ai peur celui qui dit :
											c'est trop bien, vous devez le faire.
											Créons un système et mettons-y de l'argent
											et les gens le feront, 
quoi qu'il se passe.
									","
											RS: Ich denke, es ist das Problem
der Ideen, deren Zeit gekommen ist.
											Ich war nie sehr dogmatisch,
was diese Dinge betrifft.
											Wir machen es zugänglich.
											Plötzlich gibt es Leute ...
											In Japan gibt es eine Gruppe,
die mir Angst macht.
											Sie nennen sich die ""Semleristen"",
sie haben 120 Unternehmen.
											Sie haben mich eingeladen, aber
ich habe zu viel Angst, um hinzufliegen.
											Eine andere Gruppe in Holland
hat 600 kleine Unternehmen,
											die das auch machen.
											Es wird mit der Zeit von allein gedeihen.
											Manches wird falsch sein,
aber das spielt keine Rolle.
											Es wird seinen eigenen Platz finden.
											Die andere Gruppe macht mir Angst,
											sie sagen, es ist so gut,
dass man es machen muss.
											Wenn wir ein System errichten
und viel Geld investieren,
											dann werden die Leute es übernehmen.
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											CA: Tens colocado questões extraordinárias
no curso da tua vida.
											Parece-me que isso é que levou
a muito do que aconteceu.
											Tens outra pergunta para nós,
para a TED, para este grupo?
									","
											CA: Te has hecho preguntas 
extraordinarias toda tu vida.
											Ese me parece que es el combustible
que guía todo esto.
											¿Tienes algunas otras preguntas para 
nosotros, para TED, para este grupo?
									","
											CA: So you have asked 
extraordinary questions your whole life.
											It seems to me that's the fuel 
that's driven a lot of this.
											Do you have any other questions for us,
for TED, for this group here?
									","
											CA : Toute votre vie vous avez posé
des questions extraordinaires.
											Il me semble que ça a été le carburant
qui a mené ici.
											Avez-vous d'autres questions pour nous,
pour TED, pour le groupe qui est ici ?
									","
											CA: Sie haben Ihr ganzes Leben
außergewöhnliche Fragen gestellt.
											Mir scheint, das treibt Sie an.
											Haben Sie noch andere Fragen
für uns, TED und diese Gruppe hier?
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											RS: Volto sempre a variações
											da pergunta que o meu filho me fez
quando tinha três anos.
											Estávamos sentados num jacuzzi
e disse: ""Pai, porque existimos?""
											Não há outra pergunta.
											Ninguém tem outra pergunta.
											Temos variações desta pergunta,
a partir dos três anos.
											Quando passamos tempo numa empresa,
em burocracia, numa organização,
											e dizemos: ""Céus!""...
											Quantas pessoas,
no leito da morte, terão dito:
											""Céus! Tomara ter estado
mais tempo no escritório.""?
											Tudo isto se trata
de ter a coragem, agora,
											e não daqui a uma semana,
nem daqui a dois meses,
											nem quando descobrirmos
que temos alguma doença,
											de dizer:
""Não, porque estou a fazer isto?""
											""Parem tudo.
Deixem-me fazer outra coisa"".
											E será melhor.
											Será muito melhor
do que o que estão a fazer,
											se estiverem presos num processo.
									","
											RS: Siempre vuelvo a variantes
de la pregunta
											que mi hijo me hizo a los 3 años.
											Estábamos sentados en un jacuzzi
y me dijo: ""Papi, ¿por qué existimos?""
											No hay otra pregunta.
											Nadie tiene otra pregunta.
											Tenemos variantes de esta pregunta,
desde los 3 años en adelante.
											Así que cuando pasen tiempo en una 
empresa, burocracia u organización
											y se digan...
											¿cuántas personas conocen que 
en el lecho de muerte diga
											'Me gustaría haber pasado 
más tiempo en la oficina'?
											Hay algo en tener el coraje ahora,
											no en una semana, no en 2 meses,
											no cuando descubras que tienes algo...
											para decir, no, ¿para qué hago esto?
											Paremos. Permíteme hacer otra cosa.
											Y estará bien,
											será mucho mejor de lo que haces,
											si estás atascado en un proceso.
									","
											RS: I always come back 
to variations of the question
											that my son asked me when he was three.
											We were sitting in a jacuzzi,
and he said, ""Dad, why do we exist?""
											There is no other question.
											Nobody has any other question.
											We have variations of this one question,
from three onwards.
											So when you spend time in a company,
in a bureaucracy, in an organization
											and you're saying, boy —
											how many people do you know
who on their death beds said,
											boy, I wish I had spent
more time at the office?
											So there's a whole thing 
of having the courage now —
											not in a week, not in two months,
											not when you find out 
you have something —
											to say, no, what am I doing this for?
											Stop everything. Let me do something else.
											And it will be okay,
											it will be much better
than what you're doing,
											if you're stuck in a process.
									","
											RS : Je reviens toujours
à des variations de la question
											que mon fils m'a posée
quand il avait 3 ans.
											Nous étions assis dans un jacuzzi et
il a dit : « Papa, pourquoi on existe ? »
											Il n'y a pas d'autre question.
											Personne n'a d'autre question.
											A partir de nos 3 ans, nous avons
des variations de cette question.
											Nous passons notre temps dans une
entreprise, bureaucratie, organisation
											et vous dites :
											— combien de personnes sur 
leur lit de mort ont dit,
											j'aurais aimé passer
plus de temps au bureau ?
											Il y a le fait d'avoir
le courage maintenant —
											pas dans une semaine, ni dans deux mois,
											ni même quand vous découvrez
que vous êtes malade
											— dire : pour quoi fais-je cela ?
											Arrêtez tout. Laissez-moi 
faire autre chose.
											Et cela ira,
											ce sera tellement mieux
que ce que vous faites,
											si vous êtes bloqué
dans un processus.
									","
											RS: Ich komme immer wieder
zurück zu Variationen der Frage,
											die mein Sohn mir stellte,
als er drei war.
											Wir saßen im Whirlpool und er fragte:
""Papa, warum existieren wir?""
											Es gibt keine andere Frage.
											Niemand hat andere Fragen.
											Wir haben Variationen dieser Frage in uns,
ab dem 4. Lebensjahr.
											Nachdem man seine Zeit
in einem Unternehmen,
											einer Bürokratie,
einer Organisation verbracht hat,
											was denken Sie, wie viele Leute
sich auf ihrem Totenbett sagen:
											""Ich wünschte, ich hätte
mehr Zeit im Büro verbracht.""?
											Es gilt jetzt den Mut zu haben —
											nicht in einer Woche oder zwei Monaten
											oder wenn man herausfindet,
dass man etwas hat —
											sich zu fragen: ""Wofür mache ich das?
											Moment Mal. Ich will
etwas anderes machen.""
											Es wird gut gehen,
											es wird besser sein als das,
was man vorher gemacht hat,
											wenn man in einem Prozess feststeckt.
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											CA: Para mim, isso parece-me
uma forma bonita e profunda
											de terminar o penúltimo dia da TED.
											Ricardo Semler, muito obrigado.
											RS: Muito obrigado.
									","
											CA: Esa me parece una forma profunda
y bastante bonita de terminar
											este penúltimo día de TED.
											Ricardo Semler, muchas gracias.
											RS: Muchas gracias.
									","
											CA: So that strikes me as a profound
and quite beautiful way to end
											this penultimate day of TED.
											Ricardo Semler, thank you so much.
											RS: Thank you so much.
									","
											CA : Cela me paraît être une façon
belle et profonde de finir
											cet avant-dernier jour de TED.
											Ricardo Semler, merci beaucoup.
											RS : Merci beaucoup.
									","
											CA: Das scheint mir ein tiefsinniger
											und recht schöner Moment zu sein,
um diesen vorletzten TED-Tag zu beenden.
											Ricardo Semler, vielen Dank.
											RS: Vielen Dank.
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
											(Aplausos)
									","
											(Aplausos)
									","
											(Applause)
									","
											(Applaudissements)
									","
											(Applaus)
									",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
"
","
","
","
","
",How to run a company with (almost) no rules,Ricardo Semler,21:42,"business,creativity,philosophy,work,leadership"
